feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
0.8917642799146199,0.12687474079670522,-0.887314365439144,0.18895381565326974,-0.3456114159169913,1.0229255033526945,0.549136706050561,0.5311508203085539,-0.49163491358584543,-1.639843182569555,-1.4335068889800684,1.7259579717603675,0.27806408311552233,1.5582729897346623,0.9038425628127866,-1.8302562104126654,1.0094561727764053,0.5265764384642192,-1.1172636989875397,-1.74145515918467,0
0.09772817162775364,0.03187610120956933,0.3099524706394958,-2.644139097129556,0.8814654615758898,-0.20278983816474516,1.015490017556114,-0.20326176996103143,-0.5268607106517025,-0.6202930930261475,-1.1230347234505103,1.3858781003668577,-0.6683525195492551,0.7532766579598023,-0.5090735854207747,-0.1788261744016742,1.4023921208284578,-1.8271030291089798,0.3538128714905599,-1.1336092974565388,0
0.5955514784694059,-1.244468107797465,0.9609024295675825,-2.5955832404454577,0.2167178744380668,1.1334357221740536,0.5511378075677045,-1.2029963722537889,0.8110992979735565,0.5984897419054601,-1.2196176834038477,-1.20359707607633,-0.8211846025520955,0.3614704330036449,0.8262741398677672,-1.6174611525147236,0.5811077053645249,-0.25846276181564737,0.8530402684490773,0.19374387050401198,0
2.116368001195262,2.794638464276872,0.8487224005629358,-1.8365901433745273,0.37851988315994545,0.37329817637162854,0.17063242427704928,0.4300802926039718,2.0319312244596714,1.017671738133373,0.2394749055632488,-0.6996898635651391,-0.6623090280302965,0.6234137848962166,0.8661395174576243,-0.19922951758531468,0.01967901989594164,-1.2327899255418684,1.924289870106249,0.7800719891765843,0
0.23345552448619367,-0.07615671051650283,-0.47301202909485857,-1.743284520088104,0.15688346379868284,-1.364373041685712,0.5089669754292643,-0.5732881312967641,0.25178735867218116,0.025954271578271234,-0.20459905314313978,-0.08167885942046323,-0.5001183104018309,0.5616777087233012,-1.0907151579617478,0.0882499824033175,0.6380408650832203,-0.6142249450730328,-1.008677960332767,-0.27676316648731536,0
-1.0722941803503034,0.5958452290827787,0.13764488426539948,-0.8377112774307947,0.13748446887755042,0.4900382698789155,-0.22994702299301903,0.6906023380020606,-1.1378124706570705,1.297935746164239,0.8418690693585517,-2.1497788506115607,-0.41610632764520444,0.37334365641042355,0.19921748459580937,1.0339018071938988,-0.5403699957810698,0.254269206134683,1.126008613994157,1.2580238740759493,0
1.361937983633131,-0.263254707331392,-0.22904297030860668,0.572163244524676,-0.24037560194142915,1.678203587949464,0.36332293176156083,-0.9394022180024749,-2.20955106384211,-1.4452688106544658,0.7917850920621085,-0.7329905281659371,0.3606129288626036,-1.0313849933652413,-1.217784072511071,1.5824552689848896,0.7372407138412495,-0.4180827063661586,0.16620968614612533,-1.4638915316160865,0
-0.7195195128860274,-0.4550087457211382,-1.7706523099222744,-1.014636010124519,-2.115561414118679,-1.722554827880282,0.8229877013517554,-1.6749163979182211,0.687769163796706,-1.4118514983998973,-0.3330029719863096,-0.5916473985157515,-0.09595157698059803,-0.445083285623264,-0.7965255751603473,1.0868180300688906,1.3115557545041872,-0.46169871558758396,0.642400422547114,-1.7052142137805588,0
-0.3915067346986043,-0.7276225128500117,0.8976971119425649,-0.6021169926797503,0.07683277500661805,0.5794788332239186,0.5242880423803777,0.08973303704435358,2.521524430730786,-0.9350918703834543,-0.13026917528716864,0.9669025365214522,-0.04364154986190889,-0.18113208997942534,-2.089799188711629,-0.6213183752433622,0.8423980998723445,0.9623794069097557,-0.8202904971574921,-1.117168542386581,0
-1.4443855144982707,-0.166317059929684,-1.7073059417406735,0.3317801939679066,-0.7923692641806491,0.7628326416744843,0.2548790229118478,-0.43067639196021534,0.9062158692056012,-0.957800865415466,-0.15908666436861338,-0.5941922705388568,0.2254815157624861,0.8681792730532202,-0.15808462795791162,0.24195540232101154,0.5063938837671231,0.20414660450805558,0.5352151476096952,-0.9784314056201721,0
